Indicator,Year,Geography,FIPS,Cases,Rate per 100000
"Early Non-Primary, Non-Secondary Syphilis",2006,Nebraska,31,1,0.1
"Early Non-Primary, Non-Secondary Syphilis",2007,Nebraska,31,3,0.2
"Early Non-Primary, Non-Secondary Syphilis",2008,Nebraska,31,0,0
"Early Non-Primary, Non-Secondary Syphilis",2009,Nebraska,31,6,0.3
"Early Non-Primary, Non-Secondary Syphilis",2010,Nebraska,31,1,0.1
"Early Non-Primary, Non-Secondary Syphilis",2011,Nebraska,31,3,0.2
"Early Non-Primary, Non-Secondary Syphilis",2012,Nebraska,31,8,0.4
"Early Non-Primary, Non-Secondary Syphilis",2013,Nebraska,31,14,0.8
"Early Non-Primary, Non-Secondary Syphilis",2014,Nebraska,31,19,1
"Early Non-Primary, Non-Secondary Syphilis",2015,Nebraska,31,5,0.3
"Early Non-Primary, Non-Secondary Syphilis",2016,Nebraska,31,19,1
"Early Non-Primary, Non-Secondary Syphilis",2017,Nebraska,31,26,1.4
"Early Non-Primary, Non-Secondary Syphilis",2018,Nebraska,31,37,1.9
"Early Non-Primary, Non-Secondary Syphilis",2019,Nebraska,31,46,2.4
"Early Non-Primary, Non-Secondary Syphilis",2020 (COVID-19 Pandemic),Nebraska,31,50,2.5
"Early Non-Primary, Non-Secondary Syphilis",2021,Nebraska,31,78,4
Gonorrhea,2000,Nebraska,31,"1,534",89.5
Gonorrhea,2001,Nebraska,31,"1,189",69.2
Gonorrhea,2002,Nebraska,31,"1,564",90.7
Gonorrhea,2003,Nebraska,31,"1,623",93.6
Gonorrhea,2004,Nebraska,31,"1,147",65.9
Gonorrhea,2005,Nebraska,31,"1,158",66.1
Gonorrhea,2006,Nebraska,31,"1,433",81.5
Gonorrhea,2007,Nebraska,31,"1,434",81.1
Gonorrhea,2008,Nebraska,31,"1,460",82
Gonorrhea,2009,Nebraska,31,"1,376",76.7
Gonorrhea,2010,Nebraska,31,"1,187",64.9
Gonorrhea,2011,Nebraska,31,"1,352",73.5
Gonorrhea,2012,Nebraska,31,"1,429",77.1
Gonorrhea,2013,Nebraska,31,"1,385",74.3
Gonorrhea,2014,Nebraska,31,"1,459",77.6
Gonorrhea,2015,Nebraska,31,"1,703",90
Gonorrhea,2016,Nebraska,31,"2,156",113.1
Gonorrhea,2017,Nebraska,31,"2,653",138.5
Gonorrhea,2018,Nebraska,31,"2,696",140
Gonorrhea,2019,Nebraska,31,"2,967",153.4
Gonorrhea,2020 (COVID-19 Pandemic),Nebraska,31,"3,434",175.1
Gonorrhea,2021,Nebraska,31,"3,063",156
Primary and Secondary Syphilis,2000,Nebraska,31,2,0.1
Primary and Secondary Syphilis,2001,Nebraska,31,10,0.6
Primary and Secondary Syphilis,2002,Nebraska,31,6,0.3
Primary and Secondary Syphilis,2003,Nebraska,31,10,0.6
Primary and Secondary Syphilis,2004,Nebraska,31,7,0.4
Primary and Secondary Syphilis,2005,Nebraska,31,4,0.2
Primary and Secondary Syphilis,2006,Nebraska,31,7,0.4
Primary and Secondary Syphilis,2007,Nebraska,31,4,0.2
Primary and Secondary Syphilis,2008,Nebraska,31,15,0.8
Primary and Secondary Syphilis,2009,Nebraska,31,5,0.3
Primary and Secondary Syphilis,2010,Nebraska,31,12,0.7
Primary and Secondary Syphilis,2011,Nebraska,31,10,0.5
Primary and Secondary Syphilis,2012,Nebraska,31,8,0.4
Primary and Secondary Syphilis,2013,Nebraska,31,41,2.2
Primary and Secondary Syphilis,2014,Nebraska,31,50,2.7
Primary and Secondary Syphilis,2015,Nebraska,31,45,2.4
Primary and Secondary Syphilis,2016,Nebraska,31,67,3.5
Primary and Secondary Syphilis,2017,Nebraska,31,43,2.2
Primary and Secondary Syphilis,2018,Nebraska,31,119,6.2
Primary and Secondary Syphilis,2019,Nebraska,31,136,7
Primary and Secondary Syphilis,2020 (COVID-19 Pandemic),Nebraska,31,104,5.3
Primary and Secondary Syphilis,2021,Nebraska,31,185,9.4
Chlamydia,2000,Nevada,32,"4,019",199.1
Chlamydia,2001,Nevada,32,"4,831",230.7
Chlamydia,2002,Nevada,32,"5,936",274.1
Chlamydia,2003,Nevada,32,"5,830",260.7
Chlamydia,2004,Nevada,32,"6,690",287.4
Chlamydia,2005,Nevada,32,"7,321",304.1
Chlamydia,2006,Nevada,32,"8,398",337.1
Chlamydia,2007,Nevada,32,"9,514",370.9
Chlamydia,2008,Nevada,32,"9,670",370.1
Chlamydia,2009,Nevada,32,"10,045",380.7
Chlamydia,2010,Nevada,32,"9,666",357.7
Chlamydia,2011,Nevada,32,"10,507",387.3
Chlamydia,2012,Nevada,32,"11,137",405.9
Chlamydia,2013,Nevada,32,"11,781",424.4
Chlamydia,2014,Nevada,32,"11,841",420.2
Chlamydia,2015,Nevada,32,"12,925",450.8
Chlamydia,2016,Nevada,32,"14,649",502.1
Chlamydia,2017,Nevada,32,"16,260",547.5
Chlamydia,2018,Nevada,32,"17,508",578.3
Chlamydia,2019,Nevada,32,"17,827",578.8
Chlamydia,2020 (COVID-19 Pandemic),Nevada,32,"14,739",473.3
Chlamydia,2021,Nevada,32,"16,348",520
Congenital Syphilis,2000,Nevada,32,0,0
Congenital Syphilis,2001,Nevada,32,0,0
Congenital Syphilis,2002,Nevada,32,0,0
Congenital Syphilis,2003,Nevada,32,0,0
Congenital Syphilis,2004,Nevada,32,1,2.8
Congenital Syphilis,2005,Nevada,32,1,2.7
Congenital Syphilis,2006,Nevada,32,16,40
Congenital Syphilis,2007,Nevada,32,7,17
Congenital Syphilis,2008,Nevada,32,9,22.8
Congenital Syphilis,2009,Nevada,32,3,8
Congenital Syphilis,2010,Nevada,32,5,13.9
Congenital Syphilis,2011,Nevada,32,3,8.5
Congenital Syphilis,2012,Nevada,32,1,2.9
Congenital Syphilis,2013,Nevada,32,2,5.7
Congenital Syphilis,2014,Nevada,32,5,13.9
Congenital Syphilis,2015,Nevada,32,8,22
Congenital Syphilis,2016,Nevada,32,12,33.1
Congenital Syphilis,2017,Nevada,32,24,67.1
Congenital Syphilis,2018,Nevada,32,31,86.9
Congenital Syphilis,2019,Nevada,32,41,116.9
Congenital Syphilis,2020 (COVID-19 Pandemic),Nevada,32,46,136.7
Congenital Syphilis,2021,Nevada,32,45,133.6
"Early Non-Primary, Non-Secondary Syphilis",2000,Nevada,32,9,0.4
"Early Non-Primary, Non-Secondary Syphilis",2001,Nevada,32,7,0.3
"Early Non-Primary, Non-Secondary Syphilis",2002,Nevada,32,12,0.6
"Early Non-Primary, Non-Secondary Syphilis",2003,Nevada,32,35,1.6
"Early Non-Primary, Non-Secondary Syphilis",2004,Nevada,32,24,1
"Early Non-Primary, Non-Secondary Syphilis",2005,Nevada,32,64,2.7
"Early Non-Primary, Non-Secondary Syphilis",2006,Nevada,32,119,4.8
"Early Non-Primary, Non-Secondary Syphilis",2007,Nevada,32,174,6.8
"Early Non-Primary, Non-Secondary Syphilis",2008,Nevada,32,168,6.4
"Early Non-Primary, Non-Secondary Syphilis",2009,Nevada,32,137,5.2
"Early Non-Primary, Non-Secondary Syphilis",2010,Nevada,32,178,6.6
"Early Non-Primary, Non-Secondary Syphilis",2011,Nevada,32,166,6.1
"Early Non-Primary, Non-Secondary Syphilis",2012,Nevada,32,214,7.8
"Early Non-Primary, Non-Secondary Syphilis",2013,Nevada,32,232,8.4
"Early Non-Primary, Non-Secondary Syphilis",2014,Nevada,32,389,13.8
"Early Non-Primary, Non-Secondary Syphilis",2015,Nevada,32,439,15.3
"Early Non-Primary, Non-Secondary Syphilis",2016,Nevada,32,510,17.5
"Early Non-Primary, Non-Secondary Syphilis",2017,Nevada,32,498,16.8
"Early Non-Primary, Non-Secondary Syphilis",2018,Nevada,32,512,16.9
"Early Non-Primary, Non-Secondary Syphilis",2019,Nevada,32,522,16.9
"Early Non-Primary, Non-Secondary Syphilis",2020 (COVID-19 Pandemic),Nevada,32,496,15.9
"Early Non-Primary, Non-Secondary Syphilis",2021,Nevada,32,723,23
Gonorrhea,2000,Nevada,32,"1,553",76.9
Gonorrhea,2001,Nevada,32,"1,756",83.8
Gonorrhea,2002,Nevada,32,"1,988",91.8
Gonorrhea,2003,Nevada,32,"2,221",99.3
Gonorrhea,2004,Nevada,32,"3,078",132.2
Gonorrhea,2005,Nevada,32,"2,880",119.6
Gonorrhea,2006,Nevada,32,"2,791",112
Gonorrhea,2007,Nevada,32,"2,357",91.9
Gonorrhea,2008,Nevada,32,"2,172",83.1
Gonorrhea,2009,Nevada,32,"1,726",65.4
Gonorrhea,2010,Nevada,32,"1,728",63.9
Gonorrhea,2011,Nevada,32,"2,000",73.7
Gonorrhea,2012,Nevada,32,"2,264",82.5
Gonorrhea,2013,Nevada,32,"2,714",97.8
Gonorrhea,2014,Nevada,32,"3,188",113.1
Gonorrhea,2015,Nevada,32,"3,630",126.6
Gonorrhea,2016,Nevada,32,"4,380",150.1
Gonorrhea,2017,Nevada,32,"5,520",185.9
Gonorrhea,2018,Nevada,32,"6,475",213.9
Gonorrhea,2019,Nevada,32,"6,519",211.6
Gonorrhea,2020 (COVID-19 Pandemic),Nevada,32,"6,364",204.4
Gonorrhea,2021,Nevada,32,"8,488",270
Primary and Secondary Syphilis,2000,Nevada,32,5,0.2
Primary and Secondary Syphilis,2001,Nevada,32,8,0.4
Primary and Secondary Syphilis,2002,Nevada,32,15,0.7
Primary and Secondary Syphilis,2003,Nevada,32,12,0.5
Primary and Secondary Syphilis,2004,Nevada,32,40,1.7
Primary and Secondary Syphilis,2005,Nevada,32,109,4.5
Primary and Secondary Syphilis,2006,Nevada,32,137,5.5
Primary and Secondary Syphilis,2007,Nevada,32,111,4.3
Primary and Secondary Syphilis,2008,Nevada,32,77,2.9
Primary and Secondary Syphilis,2009,Nevada,32,91,3.4
Primary and Secondary Syphilis,2010,Nevada,32,130,4.8
Primary and Secondary Syphilis,2011,Nevada,32,136,5
Primary and Secondary Syphilis,2012,Nevada,32,113,4.1
Primary and Secondary Syphilis,2013,Nevada,32,205,7.4
Primary and Secondary Syphilis,2014,Nevada,32,357,12.7
Primary and Secondary Syphilis,2015,Nevada,32,335,11.7
Primary and Secondary Syphilis,2016,Nevada,32,444,15.2
Primary and Secondary Syphilis,2017,Nevada,32,587,19.8
Primary and Secondary Syphilis,2018,Nevada,32,682,22.5
Primary and Secondary Syphilis,2019,Nevada,32,808,26.2
Primary and Secondary Syphilis,2020 (COVID-19 Pandemic),Nevada,32,767,24.6
Primary and Secondary Syphilis,2021,Nevada,32,939,29.9
Chlamydia,2000,New Hampshire,33,"1,130",91.1
Chlamydia,2001,New Hampshire,33,"1,383",110.1
Chlamydia,2002,New Hampshire,33,"1,557",122.5
Chlamydia,2003,New Hampshire,33,"1,616",126
Chlamydia,2004,New Hampshire,33,"1,736",134.3
Chlamydia,2005,New Hampshire,33,"1,842",141.6
Chlamydia,2006,New Hampshire,33,"1,997",152.3
Chlamydia,2007,New Hampshire,33,"2,055",156.1
Chlamydia,2008,New Hampshire,33,"2,109",159.7
Chlamydia,2009,New Hampshire,33,"2,102",159
Chlamydia,2010,New Hampshire,33,"2,462",187
Chlamydia,2011,New Hampshire,33,"3,010",228
Chlamydia,2012,New Hampshire,33,"3,072",232
Chlamydia,2013,New Hampshire,33,"3,119",235.1
Chlamydia,2014,New Hampshire,33,"3,586",268.9
Chlamydia,2015,New Hampshire,33,"3,095",231.6
Chlamydia,2016,New Hampshire,33,"3,467",258.3
Chlamydia,2017,New Hampshire,33,"4,412",327.1
Chlamydia,2018,New Hampshire,33,"3,734",275.9
Chlamydia,2019,New Hampshire,33,"3,577",263.1
Chlamydia,2020 (COVID-19 Pandemic),New Hampshire,33,"2,931",212.7
Chlamydia,2021,New Hampshire,33,"3,027",217.9
Congenital Syphilis,2000,New Hampshire,33,0,0
Congenital Syphilis,2001,New Hampshire,33,1,6.8
Congenital Syphilis,2002,New Hampshire,33,0,0
Congenital Syphilis,2003,New Hampshire,33,0,0
Congenital Syphilis,2004,New Hampshire,33,0,0
Congenital Syphilis,2005,New Hampshire,33,0,0
Congenital Syphilis,2006,New Hampshire,33,0,0
Congenital Syphilis,2007,New Hampshire,33,0,0
Congenital Syphilis,2008,New Hampshire,33,0,0
Congenital Syphilis,2009,New Hampshire,33,0,0
Congenital Syphilis,2010,New Hampshire,33,0,0
Congenital Syphilis,2011,New Hampshire,33,0,0
Congenital Syphilis,2012,New Hampshire,33,1,8.1
Congenital Syphilis,2013,New Hampshire,33,0,0
Congenital Syphilis,2014,New Hampshire,33,0,0
Congenital Syphilis,2015,New Hampshire,33,0,0
Congenital Syphilis,2016,New Hampshire,33,0,0
Congenital Syphilis,2017,New Hampshire,33,0,0
Congenital Syphilis,2018,New Hampshire,33,1,8.3
Congenital Syphilis,2019,New Hampshire,33,2,16.9
Congenital Syphilis,2020 (COVID-19 Pandemic),New Hampshire,33,0,0
Congenital Syphilis,2021,New Hampshire,33,0,0
"Early Non-Primary, Non-Secondary Syphilis",2000,New Hampshire,33,0,0
"Early Non-Primary, Non-Secondary Syphilis",2001,New Hampshire,33,2,0.2
"Early Non-Primary, Non-Secondary Syphilis",2002,New Hampshire,33,1,0.1
"Early Non-Primary, Non-Secondary Syphilis",2003,New Hampshire,33,4,0.3
"Early Non-Primary, Non-Secondary Syphilis",2004,New Hampshire,33,0,0
"Early Non-Primary, Non-Secondary Syphilis",2005,New Hampshire,33,0,0
"Early Non-Primary, Non-Secondary Syphilis",2006,New Hampshire,33,2,0.2
"Early Non-Primary, Non-Secondary Syphilis",2007,New Hampshire,33,13,1
"Early Non-Primary, Non-Secondary Syphilis",2008,New Hampshire,33,4,0.3
"Early Non-Primary, Non-Secondary Syphilis",2009,New Hampshire,33,6,0.5
"Early Non-Primary, Non-Secondary Syphilis",2010,New Hampshire,33,5,0.4
"Early Non-Primary, Non-Secondary Syphilis",2011,New Hampshire,33,5,0.4
"Early Non-Primary, Non-Secondary Syphilis",2012,New Hampshire,33,9,0.7
"Early Non-Primary, Non-Secondary Syphilis",2013,New Hampshire,33,21,1.6
"Early Non-Primary, Non-Secondary Syphilis",2014,New Hampshire,33,22,1.6
"Early Non-Primary, Non-Secondary Syphilis",2015,New Hampshire,33,16,1.2
"Early Non-Primary, Non-Secondary Syphilis",2016,New Hampshire,33,33,2.5
"Early Non-Primary, Non-Secondary Syphilis",2017,New Hampshire,33,37,2.7
"Early Non-Primary, Non-Secondary Syphilis",2018,New Hampshire,33,41,3
"Early Non-Primary, Non-Secondary Syphilis",2019,New Hampshire,33,49,3.6
"Early Non-Primary, Non-Secondary Syphilis",2020 (COVID-19 Pandemic),New Hampshire,33,32,2.3
"Early Non-Primary, Non-Secondary Syphilis",2021,New Hampshire,33,39,2.8
Gonorrhea,2000,New Hampshire,33,110,8.9
Gonorrhea,2001,New Hampshire,33,176,14
Gonorrhea,2002,New Hampshire,33,120,9.4
Gonorrhea,2003,New Hampshire,33,125,9.7
Gonorrhea,2004,New Hampshire,33,133,10.3
Gonorrhea,2005,New Hampshire,33,177,13.6
Gonorrhea,2006,New Hampshire,33,180,13.7
Gonorrhea,2007,New Hampshire,33,138,10.5
Gonorrhea,2008,New Hampshire,33,100,7.6
Gonorrhea,2009,New Hampshire,33,113,8.5
Gonorrhea,2010,New Hampshire,33,151,11.5
Gonorrhea,2011,New Hampshire,33,130,9.8
Gonorrhea,2012,New Hampshire,33,147,11.1
Gonorrhea,2013,New Hampshire,33,121,9.1
Gonorrhea,2014,New Hampshire,33,226,16.9
Gonorrhea,2015,New Hampshire,33,245,18.3
Gonorrhea,2016,New Hampshire,33,456,34
Gonorrhea,2017,New Hampshire,33,513,38
Gonorrhea,2018,New Hampshire,33,594,43.9
Gonorrhea,2019,New Hampshire,33,410,30.2
Gonorrhea,2020 (COVID-19 Pandemic),New Hampshire,33,461,33.5
Gonorrhea,2021,New Hampshire,33,613,44.1
Primary and Secondary Syphilis,2000,New Hampshire,33,2,0.2
Primary and Secondary Syphilis,2001,New Hampshire,33,1,0.1
Primary and Secondary Syphilis,2002,New Hampshire,33,8,0.6
Primary and Secondary Syphilis,2003,New Hampshire,33,19,1.5
Primary and Secondary Syphilis,2004,New Hampshire,33,5,0.4
Primary and Secondary Syphilis,2005,New Hampshire,33,16,1.2
Primary and Secondary Syphilis,2006,New Hampshire,33,13,1
Primary and Secondary Syphilis,2007,New Hampshire,33,30,2.3
Primary and Secondary Syphilis,2008,New Hampshire,33,20,1.5
Primary and Secondary Syphilis,2009,New Hampshire,33,14,1.1
Primary and Secondary Syphilis,2010,New Hampshire,33,22,1.7
Primary and Secondary Syphilis,2011,New Hampshire,33,18,1.4
Primary and Secondary Syphilis,2012,New Hampshire,33,36,2.7
Primary and Secondary Syphilis,2013,New Hampshire,33,28,2.1
Primary and Secondary Syphilis,2014,New Hampshire,33,36,2.7
Primary and Secondary Syphilis,2015,New Hampshire,33,40,3
Primary and Secondary Syphilis,2016,New Hampshire,33,40,3
Primary and Secondary Syphilis,2017,New Hampshire,33,43,3.2
Primary and Secondary Syphilis,2018,New Hampshire,33,64,4.7
Primary and Secondary Syphilis,2019,New Hampshire,33,47,3.5
Primary and Secondary Syphilis,2020 (COVID-19 Pandemic),New Hampshire,33,51,3.7
Primary and Secondary Syphilis,2021,New Hampshire,33,73,5.3
Chlamydia,2000,New Jersey,34,"10,814",128.3
Chlamydia,2001,New Jersey,34,"16,312",192.2
Chlamydia,2002,New Jersey,34,"14,164",165.8
Chlamydia,2003,New Jersey,34,"16,169",188.3
Chlamydia,2004,New Jersey,34,"17,448",202.6
Chlamydia,2005,New Jersey,34,"19,152",222.2
Chlamydia,2006,New Jersey,34,"20,194",234.3
Chlamydia,2007,New Jersey,34,"21,536",249.5
Chlamydia,2008,New Jersey,34,"22,405",258.8
Chlamydia,2009,New Jersey,34,"23,974",275.8
Chlamydia,2010,New Jersey,34,"26,142",297.1
Chlamydia,2011,New Jersey,34,"26,209",296.9
Chlamydia,2012,New Jersey,34,"27,271",308.3
Chlamydia,2013,New Jersey,34,"28,327",319.8
Chlamydia,2014,New Jersey,34,"29,904",337.3
Chlamydia,2015,New Jersey,34,"31,337",353.4
Chlamydia,2016,New Jersey,34,"34,519",389.1
Chlamydia,2017,New Jersey,34,"35,239",396.6
Chlamydia,2018,New Jersey,34,"36,514",410.9
Chlamydia,2019,New Jersey,34,"37,591",423.2
Chlamydia,2020 (COVID-19 Pandemic),New Jersey,34,"31,649",341.1
Chlamydia,2021,New Jersey,34,"33,425",360.7
Congenital Syphilis,2000,New Jersey,34,23,19.9
Congenital Syphilis,2001,New Jersey,34,32,27.6
Congenital Syphilis,2002,New Jersey,34,36,31.4
Congenital Syphilis,2003,New Jersey,34,21,18
Congenital Syphilis,2004,New Jersey,34,13,11.3
Congenital Syphilis,2005,New Jersey,34,16,14.1
Congenital Syphilis,2006,New Jersey,34,15,13
Congenital Syphilis,2007,New Jersey,34,11,9.5
Congenital Syphilis,2008,New Jersey,34,4,3.5
Congenital Syphilis,2009,New Jersey,34,7,6.3
Congenital Syphilis,2010,New Jersey,34,3,2.8
Congenital Syphilis,2011,New Jersey,34,5,4.7
Congenital Syphilis,2012,New Jersey,34,1,1
Congenital Syphilis,2013,New Jersey,34,0,0
Congenital Syphilis,2014,New Jersey,34,0,0
Congenital Syphilis,2015,New Jersey,34,0,0
Congenital Syphilis,2016,New Jersey,34,12,11.7
Congenital Syphilis,2017,New Jersey,34,14,13.8
Congenital Syphilis,2018,New Jersey,34,13,12.8
Congenital Syphilis,2019,New Jersey,34,15,15.1
Congenital Syphilis,2020 (COVID-19 Pandemic),New Jersey,34,24,24.5
Congenital Syphilis,2021,New Jersey,34,48,47.3
"Early Non-Primary, Non-Secondary Syphilis",2000,New Jersey,34,109,1.3
"Early Non-Primary, Non-Secondary Syphilis",2001,New Jersey,34,234,2.8
"Early Non-Primary, Non-Secondary Syphilis",2002,New Jersey,34,220,2.6
"Early Non-Primary, Non-Secondary Syphilis",2003,New Jersey,34,326,3.8
"Early Non-Primary, Non-Secondary Syphilis",2004,New Jersey,34,344,4
"Early Non-Primary, Non-Secondary Syphilis",2005,New Jersey,34,289,3.4
"Early Non-Primary, Non-Secondary Syphilis",2006,New Jersey,34,314,3.6
"Early Non-Primary, Non-Secondary Syphilis",2007,New Jersey,34,343,4
"Early Non-Primary, Non-Secondary Syphilis",2008,New Jersey,34,415,4.8
"Early Non-Primary, Non-Secondary Syphilis",2009,New Jersey,34,401,4.6
"Early Non-Primary, Non-Secondary Syphilis",2010,New Jersey,34,386,4.4
"Early Non-Primary, Non-Secondary Syphilis",2011,New Jersey,34,452,5.1
"Early Non-Primary, Non-Secondary Syphilis",2012,New Jersey,34,410,4.6
"Early Non-Primary, Non-Secondary Syphilis",2013,New Jersey,34,539,6.1
"Early Non-Primary, Non-Secondary Syphilis",2014,New Jersey,34,612,6.9
"Early Non-Primary, Non-Secondary Syphilis",2015,New Jersey,34,714,8.1
"Early Non-Primary, Non-Secondary Syphilis",2016,New Jersey,34,755,8.5
"Early Non-Primary, Non-Secondary Syphilis",2017,New Jersey,34,865,9.7
"Early Non-Primary, Non-Secondary Syphilis",2018,New Jersey,34,788,8.9
"Early Non-Primary, Non-Secondary Syphilis",2019,New Jersey,34,827,9.3
"Early Non-Primary, Non-Secondary Syphilis",2020 (COVID-19 Pandemic),New Jersey,34,790,8.5
"Early Non-Primary, Non-Secondary Syphilis",2021,New Jersey,34,"1,134",12.2
Gonorrhea,2000,New Jersey,34,"7,232",85.8
Gonorrhea,2001,New Jersey,34,"8,921",105.1
Gonorrhea,2002,New Jersey,34,"7,894",92.4
Gonorrhea,2003,New Jersey,34,"7,944",92.5
Gonorrhea,2004,New Jersey,34,"6,696",77.8
Gonorrhea,2005,New Jersey,34,"5,722",66.4
Gonorrhea,2006,New Jersey,34,"5,492",63.7
Gonorrhea,2007,New Jersey,34,"6,076",70.4
Gonorrhea,2008,New Jersey,34,"5,298",61.2
Gonorrhea,2009,New Jersey,34,"4,762",54.8
Gonorrhea,2010,New Jersey,34,"5,872",66.7
Gonorrhea,2011,New Jersey,34,"7,348",83.2
Gonorrhea,2012,New Jersey,34,"7,486",84.6
Gonorrhea,2013,New Jersey,34,"7,014",79.2
Gonorrhea,2014,New Jersey,34,"6,636",74.9
Gonorrhea,2015,New Jersey,34,"7,228",81.5
Gonorrhea,2016,New Jersey,34,"8,162",92
Gonorrhea,2017,New Jersey,34,"9,439",106.2
Gonorrhea,2018,New Jersey,34,"9,067",102
Gonorrhea,2019,New Jersey,34,"9,622",108.3
Gonorrhea,2020 (COVID-19 Pandemic),New Jersey,34,"10,060",108.4
Gonorrhea,2021,New Jersey,34,"10,259",110.7
Primary and Secondary Syphilis,2000,New Jersey,34,71,0.8
Primary and Secondary Syphilis,2001,New Jersey,34,137,1.6
Primary and Secondary Syphilis,2002,New Jersey,34,169,2
Primary and Secondary Syphilis,2003,New Jersey,34,170,2
Primary and Secondary Syphilis,2004,New Jersey,34,150,1.7
Primary and Secondary Syphilis,2005,New Jersey,34,133,1.5
Primary and Secondary Syphilis,2006,New Jersey,34,173,2
Primary and Secondary Syphilis,2007,New Jersey,34,227,2.6
Primary and Secondary Syphilis,2008,New Jersey,34,226,2.6
Primary and Secondary Syphilis,2009,New Jersey,34,212,2.4
Primary and Secondary Syphilis,2010,New Jersey,34,244,2.8
Primary and Secondary Syphilis,2011,New Jersey,34,232,2.6
Primary and Secondary Syphilis,2012,New Jersey,34,229,2.6
Primary and Secondary Syphilis,2013,New Jersey,34,233,2.6
Primary and Secondary Syphilis,2014,New Jersey,34,297,3.4
Primary and Secondary Syphilis,2015,New Jersey,34,372,4.2
Primary and Secondary Syphilis,2016,New Jersey,34,472,5.3
Primary and Secondary Syphilis,2017,New Jersey,34,499,5.6
Primary and Secondary Syphilis,2018,New Jersey,34,570,6.4
Primary and Secondary Syphilis,2019,New Jersey,34,631,7.1
Primary and Secondary Syphilis,2020 (COVID-19 Pandemic),New Jersey,34,764,8.2
Primary and Secondary Syphilis,2021,New Jersey,34,908,9.8
Chlamydia,2000,New Mexico,35,"5,204",285.8
Chlamydia,2001,New Mexico,35,"6,254",342
Chlamydia,2002,New Mexico,35,"7,417",401.1
